File Name,TItle,Description,Category,Level,Source Organization,Dates,Source URL,Attachment
2009_IA_Rates_Child_Abuse,Child abuse in Iowa counties and 2000-2009 percent change ,"Child Abuse and Neglect measures the number and rate of children age 0-17 who are confirmed tohave been abused or neglected during the year. The rate is presented per 1,000 children, age 0-17.",CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Child_Abuse.csv (https://dl.airtable.com/.attachments/dec5a9b5916d2627ec81ce99fe3fe69e/c89cdb59/2009_IA_Rates_Child_Abuse.csv)
2009_IA_Rates_Child_Deaths,Child deaths in Iowa counties and 2000-2009 percent change,"Child Deaths measures the number and rate of death(s) of childrenage 1-14. The rate is presented per 100,000 children, age 1-14.",CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Child_Deaths.csv (https://dl.airtable.com/.attachments/57cbc8a55e5079fb3245f71f7cdd514e/33bc78ba/2009_IA_Rates_Child_Deaths.csv)
2009_IA_Rates_Child_Immunization,Child immunization in Iowa counties and 2000-2008 percent change,Child Immunization measures the number and percentage of assessments conductedat public sector clinics where the children were fully immunized at age 24 months.,CFPC Data ,State,Child & Family Policy Center,2000 and 2008,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Child_Immunization.csv (https://dl.airtable.com/.attachments/bbe10ac0f8fb767afb322e2031da3117/0170f18e/2009_IA_Rates_Child_Immunization.csv)
2009_IA_Rates_Child_Poverty,Child poverty in Iowa counties and 2000-2008 percent change,Child Poverty measures the number and percentage of childrenage 0-17 who live below the poverty level during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2008,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Child_Poverty.csv (https://dl.airtable.com/.attachments/ff59d91ee708286a3e3c3533599e61fe/947d7cd1/2009_IA_Rates_Child_Poverty.csv)
2009_IA_Rates_EITC,EITC in Iowa counties and 2000-2007 percent change ,Earned Income Tax Credit measures the number and percentage ofindividual income tax filers who receive the Earned Income Tax Credit.,CFPC Data ,State,Child & Family Policy Center,2000 and 2007,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_EITC.csv (https://dl.airtable.com/.attachments/bbde1f6a7590c6166c31e4397b9ce974/bde8c87b/2009_IA_Rates_EITC.csv)
2009_IA_Rates_Family_Investment,Family investment in Iowa counties and 2000-2009 percent change,Family Investment Program measures the average monthly number and percentage ofindividuals receiving Family Investment Program financial assistance during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Family_Investment.csv (https://dl.airtable.com/.attachments/e078d475b6cecdf75256a32fc7ae173a/4e5ff081/2009_IA_Rates_Family_Investment.csv)
2009_IA_Rates_Food_Assistance,Food assistance in Iowa counties and 2000-2009 percent change,Food Assistance measures the average monthly number and percentageof individuals receiving financial assistance for food during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Food_Assistance.csv (https://dl.airtable.com/.attachments/04d48dc2b65a164193f96a418ac6bfd3/d10cbbee/2009_IA_Rates_Food_Assistance.csv)
2009_IA_Rates_Free_Reduced_Lunch,Free or reduced price lunch eligibility in Iowa counties and 2000-2009 percent change  ,Free or Reduced-Price Lunch Eligibility measures the number and percentage ofstudents who are eligible for free or reduced-price lunches during the school year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Free_Reduced_Lunch.csv (https://dl.airtable.com/.attachments/f28cfe7665441a4b5cb168db1fd6b757/4116b7b1/2009_IA_Rates_Free_Reduced_Lunch.csv)
2009_IA_Rates_Graduation,High school graduation in Iowa counties and 2000-2009 percent change,High School Graduation measures the number and percentage of public schoolstudents entering ninth grade who graduate with their class four years later.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Graduation.csv (https://dl.airtable.com/.attachments/7ded37c286378d66617598b393d56fb7/8325bee6/2009_IA_Rates_Graduation.csv)
2009_IA_Rates_Infant_Mortality,Infant mortality in Iowa counties and 2000-2009 percent change,"Infant Mortality measures the number and rate of death(s) ofinfants before age one. The rate is presented per 1,000 live births.",CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Infant_Mortality.csv (https://dl.airtable.com/.attachments/873af63907e86de354fe2bb7080a5878/c0ec8b79/2009_IA_Rates_Infant_Mortality.csv)
2009_IA_Rates_Low_Birthweight,Low birthweight in Iowa counties and 2000-2009 percent change,Low Birthweight measures the number and percentage of livebirths weighing at less than 5.5 pounds at the time of birth.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Low_Birthweight.csv (https://dl.airtable.com/.attachments/6cd0e9e3e2d6a740db9aeb23b081d9ca/61f2b7cc/2009_IA_Rates_Low_Birthweight.csv)
2009_IA_Rates_Prenatal_Care,Prenatal care in Iowa counties and 2007-2009 percent change,Prenatal Care measures the number and percentage of live births wherethe mother began prenatal care during the first trimester of pregnancy.,CFPC Data ,State,Child & Family Policy Center,2007 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Prenatal_Care.csv (https://dl.airtable.com/.attachments/10606ad61755f8e1a2e8a69ed0bbac52/24e16e36/2009_IA_Rates_Prenatal_Care.csv)
2009_IA_Rates_Reading_Math_Proficiency,Reading and math proficiency in Iowa counties and 2003-2009 percent change,Student Test Scores measures the percentage of students who are proficientin 4th grade reading and 8th grade math on the Iowa Tests of Basic Skills.,CFPC Data ,State,Child & Family Policy Center,2003 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Reading_Math_Proficiency.csv (https://dl.airtable.com/.attachments/dff7b2308a50ce7173ddd5f82311b318/9ff29e34/2009_IA_Rates_Reading_Math_Proficiency.csv)
2009_IA_Rates_Teen_Births,Teen births in Iowa counties and 2000-2009 percent change,Teen Births measures the number and percentage of females age 15-19 giving birth.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Teen_Births.csv (https://dl.airtable.com/.attachments/a8e181869a2aa44058cde3c198ecba52/e8ce2ef2/2009_IA_Rates_Teen_Births.csv)
2009_IA_Rates_Teen_Deaths,Teen deaths in Iowa counties and 2000-2009 percent change,"Teen Deaths measures the number and rate of death(s) of teensage 15-19. The rate is presented per 100,000 teens, age 15-19.",CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Teen_Deaths.csv (https://dl.airtable.com/.attachments/607a353e01d3cb63c8854899f0ab1419/5423f4bb/2009_IA_Rates_Teen_Deaths.csv)
2009_IA_Rates_Teen_Unmarried_Births,Teen unmarried births in Iowa counties and 2000-2009 percent change,Teen Unmarried Births measures the number and percentage of live births that are to unmarried teens.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Teen_Unmarried_Births.csv (https://dl.airtable.com/.attachments/6e5484cc0bcfeaef09442a8d6e02ef8d/bc083d7a/2009_IA_Rates_Teen_Unmarried_Births.csv)
2009_IA_Rates_Unemployment,Unemployment in Iowa counties and 2000-2009 percent change,Unemployment measures the number and percentage of individuals age16 and over who are in the labor force but unemployed during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_Unemployment.csv (https://dl.airtable.com/.attachments/8d4799dd379416ee78f0397e86649d03/07d4f02e/2009_IA_Rates_Unemployment.csv)
2009_IA_Rates_WIC,Number of children receiving WIC in Iowa counties and 2003-2009 percent change,"Children Receiving WIC measures the average monthly number and percentage of childrenage 0-4 who are receiving services through the Women, Infants and Children Program.",CFPC Data ,State,Child & Family Policy Center,2003 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2009,2009_IA_Rates_WIC.csv (https://dl.airtable.com/.attachments/3945aa5471925c267b226d64c97de7a2/df7cff41/2009_IA_Rates_WIC.csv)
2009_National_Credentials_Special_Education_Personnel,Special Education Teachers and Certification,Types of special education teachers employed and type of certification for all states in 2009,Special Education,National ,U.S. Department of Education,2009,https://www2.ed.gov/programs/osepidea/618-data/state-level-data-files/index.html#bd,2009_National_Credentials_Special_Education_Personnel.csv (https://dl.airtable.com/.attachments/cfa5e99484f3d052b407e01e70e4b6c2/3a741ab7/2009_National_Credentials_Special_Education_Personnel.csv)
2009_National_Measures_After_School_Participation,Percentage of 9th grade students participating in school-sponsored and non-school-sponsored activities ,Percentage of 9th-grade by sex and race/ethnicity in 2009,Education ,National ,National Center for Education Statistics ,2009,https://nces.ed.gov/programs/digest/d17/tables/dt17_227.10.asp,2009_National_Measures_After_School_Participation.csv (https://dl.airtable.com/.attachments/ad8a6a1d4e9c7e4390b61e2b8f744c58/ba34e1e4/2009_National_Measures_After_School_Participation.csv)
2009-10_National_Rates_SpecialEducation_Discipline,Discipline measures by disability and race for the 2009-10 school year for every sate,Discipline by race and disability,Special Education,National ,U.S. Department of Education,2009-10,https://www2.ed.gov/programs/osepidea/618-data/state-level-data-files/part-b-data/discipline/bdiscipline2009-10.csv,2009-10_National_Rates_SpecialEducation_Discipline.csv (https://dl.airtable.com/.attachments/5cf721e9269c0b6de781bf859984ff54/537de4de/2009-10_National_Rates_SpecialEducation_Discipline.csv)
2009-2010_National_Rates_Dropout,Number and percentage of students who dropped out of public school,"Number and percentage of 9th- to 12th-graders who dropped out of public schools (event dropout rate), by race/ethnicity, grade, and state or jurisdiction ",Education ,National ,National Center for Education Statistics ,2009-2010,https://nces.ed.gov/programs/digest/d17/tables/dt17_219.50.asp,
2010_IA_Rates_Child_Abuse,Child abuse in Iowa counties and 2000-2010 percent change,"Child Abuse and Neglect measures the number and rate of children age 0-17 who are confirmed to have been abused or neglected during the year. The rate is presented per 1,000 children, age 0-17.",CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Child_Abuse.csv (https://dl.airtable.com/.attachments/9c9a8d874d5e4eb7f759614d46acabf0/42c7fc38/2010_IA_Rates_Child_Abuse.csv)
2010_IA_Rates_Child_Deaths,Child deaths in Iowa counties and 2000-2010 percent change ,"Child Deaths measures the number and rate of death(s) of children age 1-14. The rate is presented per 100,000 children, age 1-14.",CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Child_Deaths.csv (https://dl.airtable.com/.attachments/bd61415adc89bb2b02095bd995ed82d5/bf2eb583/2010_IA_Rates_Child_Deaths.csv)
2010_IA_Rates_Child_Poverty,Child poverty in Iowa counties and 2000-2009 percent change ,Child Poverty measures the number and percentage of children age 0-17 who live below the poverty level during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2009,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Child_Poverty.csv (https://dl.airtable.com/.attachments/89b8845e498a42f3471ba7b67d87f3fb/09cf43b5/2010_IA_Rates_Child_Poverty.csv)
2010_IA_Rates_EITC,EITC in Iowa counties and 2000-2008 percent change,Earned Income Tax Credit measures the number and percentage of individual income tax filers who receive the Earned Income Tax Credit.,CFPC Data ,State,Child & Family Policy Center,2000 and 2008,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_EITC.csv (https://dl.airtable.com/.attachments/d1ed62aec957b73cee0ce1cfb9e21816/66d88cd3/2010_IA_Rates_EITC.csv)
2010_IA_Rates_Family_Investment,Family investment in Iowa counties and 2000-2010 percent change,Family Investment Program measures the average monthly number and percentage of individuals receiving Family Investment Program financial assistance during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Family_Investment.csv (https://dl.airtable.com/.attachments/1916ede6d544babda5d9e0596fd28ff1/3f622019/2010_IA_Rates_Family_Investment.csv)
2010_IA_Rates_Food_Assistence,Food assistance in Iowa counties and 2000-2010 percent change,Food Assistance measures the average monthly number and percentage of individuals receiving financial assistance for food during the year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Food_Assistance.csv (https://dl.airtable.com/.attachments/1741cdf5f35770df33e2039977522c1b/6a23b86a/2010_IA_Food_Assistance.csv)
2010_IA_Rates_Free_Reduced_Lunch,Free or reduced lunch in Iowa counties and 2000-2010 percent change,Free or Reduced-Price Lunch Eligibility measures the number and percentage of students who are eligible for free or reduced-price lunches during the school year.,CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Free_Reduced_Lunch.csv (https://dl.airtable.com/.attachments/da847e2e1e721ee04ada33e8cdae2878/891a8501/2010_IA_Rates_Free_Reduced_Lunch.csv)
2010_IA_Rates_Graduation,High school graduation in Iowa counties and 2000-2010 percent change,High School Graduation measures the number and percentage of public school students entering ninth grade who graduate with their class four years later.,CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Graduation.csv (https://dl.airtable.com/.attachments/ac5a7043e3f13a0046cd5397f9cf7c2a/b30a5634/2010_IA_Rates_Graduation.csv)
2010_IA_Rates_Infant_Mortality,Infant mortality in Iowa counties in 2000-2010 percent change,"Infant Mortality measures the number and rate of death(s) of infants before age one. The rate is presented per 1,000 live births.",CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Infant_Mortality.csv (https://dl.airtable.com/.attachments/9f001ce3c0ad8dff9b54ea55623b640f/93dbcc67/2010_IA_Rates_Infant_Mortality.csv)
2010_IA_Rates_Low_Birthweight,Low birthweight in Iowa counties and 2000-2010 percent change,Low Birthweight measures the number and percentage of live births weighing at less than 5.5 pounds at the time of birth.,CFPC Data ,State,Child & Family Policy Center,2000 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Low_Birthweight.csv (https://dl.airtable.com/.attachments/4712d49af618b115964c28bdfdda0041/211c67eb/2010_IA_Rates_Low_Birthweight.csv)
2010_IA_Rates_Math_Proficiency,Number of students who are proficient in Math in Iowa counties and 2003-2010 percent change,Eighth Grade Mathematics Proficiency measures the number and percentage of students who are proficient in eighth grade mathematics on the Iowa Tests of Basic Skills and Iowa Alternate Assessment.,CFPC Data ,State,Child & Family Policy Center,2003 and 2010,https://www.cfpciowa.org/en/data/kids_count/past_data/?year=2010,2010_IA_Rates_Math_Proficiency.csv (https://dl.airtable.com/.attachments/9fb4936d167fbc6f3706adf3c478a09d/c8619911/2010_IA_Rates_Math_Proficiency.csv)
